Respondent,S3_Recode,CATV_INSTALLATION_DATE,Churn_risk,CITY_NAME,CommercialProductName,COMMUNITY_NAME,ConvergedStatus,DTV_INSTALLATION_DATE,DTV_TIER_OPTION_NAME,Film1,FixedVoicePlan,FoxSportEDL,FoxSportINT,HasCATV,HasDTV,HasINT,HasTEL,INTERNET_INSTALLATION_DATE,INTERNET_TIER_OPTION_NAME,InternetSecurityType,IntSecurity_Benefit,Kids_Benefit,MediaBoxType,MoviesSeriesL,MoviesSeriesStd,MoviesSeriesXL,MSL_Benefit,PlayLevel,SALUTATION,TELEPHONY_INSTALLATION_DATE,TELEPHONY_TIER_OPTION_NAME,Tenure,TVContentPack,"Sport,"
6693,MEDIUM RISK,40753.0,mid,HEEMSKERK,Internet Complete & TV Complete,HEEMSKERK,Converged,40753.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,40753.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,40753.0,Vast Bellen,9.602.739.726,Standard Channel Pack,"0,"
6698,HIGH RISK,40936.0,low,DEN HOUT NB,Internet Start & TV Complete Next,OOSTERHOUT,Not Converged,40936.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40936.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Mevr.,40936.0,Volop Bellen,9.101.369.863,Standard Channel Pack,"0,"
6700,LOYAL & LIGHT RISK,43262.0,high,ZUTPHEN,Internet Start & TV Start,ZUTPHEN,Not Converged,43261.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,43261.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,43261.0,Vast Bellen,2.731.506.849,Standard Channel Pack,"0,"
6705,MEDIUM RISK,41621.0,low,ERICA,Internet Complete & TV Complete Next,EMMEN,Converged,41621.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41621.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,1,1,0,1,TV + INT + TEL,Dhr.,41621.0,Vast Bellen,7.224.657.534,Standard Channel Pack,"0,"
6708,HIGH RISK,41638.0,low,EDE GLD,Internet Start XL & TV Start,EDE,Converged,41638.0,Standard Channel Pack No Horizon,1,Volop Bellen Internationaal,0,0,1,1,1,1,41638.0,100 / 10 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,41638.0,Volop Bellen Internationaal,7.178.082.192,Standard Channel Pack,"1,"
6715,HIGH RISK,42637.0,low,DALFSEN,Internet Start & TV Start,DALFSEN,Converged,42637.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42637.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,42637.0,Volop Bellen,444.109.589,Standard Channel Pack,"1,"
6717,MEDIUM RISK,40152.0,low,TILBURG,Alles-in-1 Plus (digitaal) (fZiggo),TILBURG,Not Converged,40152.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40152.0,250 / 25 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,40152.0,Vast Bellen,1.124.931.507,Standard Channel Pack,"0,"
6719,HIGH RISK,43143.0,high,NIJMEGEN,Internet Max & TV Start,NIJMEGEN,Converged,43141.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,43141.0,500 / 50 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,1,0,0,1,TV + INT + TEL,Mevr.,43141.0,Vast Bellen,3.060.273.973,Standard Channel Pack,"0,"
6720,LOYAL & LIGHT RISK,41429.0,mid,SKINGEN,Internet Complete & TV Complete,WAADHOEKE,Not Converged,41429.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,41429.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Mevr.,41429.0,Volop Bellen,7.750.684.932,Standard Channel Pack,"0,"
6727,HIGH RISK,40697.0,high,HUIJBERGEN,Alles-in-1 Basis (digitaal) (fZiggo),WOENSDRECHT,Not Converged,40697.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40697.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Mevr.,40697.0,Vast Bellen,9.756.164.384,Standard Channel Pack,"0,"
6733,MEDIUM RISK,41551.0,low,WEERT,Internet Complete & TV Complete,WEERT,Not Converged,41551.0,Standard Channel Pack Horizon,0,Vast Bellen,1,0,1,1,1,1,41551.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,41551.0,Vast Bellen,7.416.438.356,Standard Channel Pack,"1,"
6736,HIGH RISK,41661.0,low,HOEF EN HAAG,Internet Complete & TV Complete Next (zonder bellen),VIJFHEERENLANDEN,Converged,41661.0,Standard Channel Pack No Horizon,0,0,1,0,1,1,1,0,41661.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,1,1,0,1,TV + INT,Dhr.,41661.0,0,7.115.068.493,Standard Channel Pack,"0,"
6739,MEDIUM RISK,42713.0,low,DIEVER,Internet Complete & TV Complete,WESTERVELD,Converged,42713.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42713.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,42713.0,Vast Bellen,4.232.876.712,Standard Channel Pack,"0,"
6740,MEDIUM RISK,42658.0,low,DEDEMSVAART,Internet Start & TV Start,HARDENBERG,Converged,42658.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42658.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,1,0,0,1,TV + INT + TEL,Dhr.,42658.0,Volop Bellen,4.383.561.644,Standard Channel Pack,"0,"
6743,MEDIUM RISK,42416.0,low,MARRUM,Internet Start & TV Start (Selene),NOARDEAST-FRYSLAN,Converged,42418.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41183.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL (SELENE),1,0,0,1,TV + INT + TEL,Dhr.,41183.0,Vast Bellen,8.424.657.534,Standard Channel Pack,"0,"
6744,MEDIUM RISK,42733.0,high,HELLEVOETSLUIS,Internet Start & TV Complete (2P),HELLEVOETSLUIS,Converged,42733.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,42733.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,0,0,TV + INT,Dhr.,42733.0,0,4.178.082.192,Standard Channel Pack,"1,"
6746,HIGH RISK,43436.0,high,ALKMAAR,Internet Giga & TV Complete Next (zonder bellen),ALKMAAR,Converged,43435.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,43435.0,1000 / 50 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,1,0,0,TV + INT,Dhr.,0.0,0,2.254.794.521,Standard Channel Pack,"1,"
6749,HIGH RISK,43862.0,high,UTRECHT,Internet Giga & Online TV,UTRECHT,Not Converged,0.0,Cable TV,0,0,0,0,1,0,1,0,43860.0,1000 / 50 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT,Dhr.,0.0,0,1.090.410.959,Cable TV,"0,"
6750,HIGH RISK,39787.0,low,BERGEN NH,Internet Start & TV Complete,BERGEN NH,Converged,39787.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,39787.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,39787.0,Volop Bellen,1.224.931.507,Standard Channel Pack,"0,"
6754,HIGH RISK,41214.0,mid,HENGELO OV,Alles-in-1 Plus (digitaal) (fZiggo),HENGELO,Not Converged,41214.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41214.0,250 / 25 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,41214.0,Vast Bellen,8.339.726.027,Standard Channel Pack,"0,"
6763,HIGH RISK,42718.0,mid,NIEUWEROORD,Internet Complete & TV Start,HOOGEVEEN,Converged,42718.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42718.0,250 / 25 MBPS,SAFE ONLINE XL,1,1,0,0,0,0,0,TV + INT + TEL,Dhr.,42718.0,Vast Bellen,4.219.178.082,Standard Channel Pack,"0,"
6769,HIGH RISK,42601.0,mid,SITTARD,TV+INT Z1 (digitaal) (fZiggo),SITTARD-GELEEN,Converged,42601.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,42601.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,0,1,0,0,1,TV + INT,Dhr.,0.0,0,4.539.726.027,Standard Channel Pack,"0,"
6770,MEDIUM RISK,41360.0,low,MAASTRICHT,Internet Complete & TV Complete Next,MAASTRICHT,Converged,41360.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41360.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,41360.0,Vast Bellen,7.939.726.027,Standard Channel Pack,"1,"
6780,HIGH RISK,40176.0,low,BUSSUM,Alles-in-1 Plus (digitaal) (fZiggo),GOOISE MEREN,Not Converged,41829.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40176.0,250 / 25 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,40176.0,Volop Bellen,1.118.356.164,Standard Channel Pack,"0,"
6791,MEDIUM RISK,43981.0,mid,HEEG,Internet Complete & TV Complete (2P),SUDWEST-FRYSLAN,Converged,43980.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,43980.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,0,0,TV + INT,Mevr.,0.0,0,0.761643836,Standard Channel Pack,"0,"
6793,LOYAL & LIGHT RISK,40090.0,mid,ENSCHEDE,Internet Complete & TV Max,ENSCHEDE,Converged,40090.0,Extra Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,40090.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,0,1,0,TV + INT + TEL,Dhr.,40090.0,Vast Bellen,1.141.917.808,Extra Channel Pack,"1,"
6795,MEDIUM RISK,42658.0,high,RODEN,Internet Complete & TV Complete,NOORDENVELD,Converged,42658.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42658.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Aan,42658.0,Vast Bellen,4.383.561.644,Standard Channel Pack,"0,"
6803,MEDIUM RISK,40452.0,mid,ROTTERDAM,Internet Max & TV Complete (2P),ROTTERDAM,Not Converged,41765.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,41765.0,500 / 50 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,1,1,0,1,TV + INT,Mevr.,41765.0,0,1.042.739.726,Standard Channel Pack,"0,"
6806,HIGH RISK,42683.0,low,HILLEGOM,Internet Complete & TV Start,HILLEGOM,Converged,42683.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42683.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,1,0,0,1,TV + INT + TEL,Dhr.,42683.0,Vast Bellen,4.315.068.493,Standard Channel Pack,"0,"
6815,LOYAL & LIGHT RISK,43192.0,low,HILVERSUM,Internet Complete & TV Complete,HILVERSUM,Converged,43192.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,43192.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Mevr.,43192.0,Vast Bellen,2.920.547.945,Standard Channel Pack,"0,"
6817,HIGH RISK,43942.0,high,NIEUWENDIJK NB,Internet Complete & TV Complete (2P),ALTENA,Not Converged,43941.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,43941.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT,Mevr.,0.0,0,0.868493151,Standard Channel Pack,"0,"
6818,HIGH RISK,42610.0,low,KERKRADE,Internet Complete & TV Complete,KERKRADE,Converged,42610.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,42610.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42610.0,Volop Bellen,4.515.068.493,Standard Channel Pack,"1,"
6819,LOYAL & LIGHT RISK,43025.0,high,VELDHOVEN,Internet Start & TV Start (2P),VELDHOVEN,Converged,43015.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,43015.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,1,0,0,1,TV + INT,Mevr.,0.0,0,3.405.479.452,Standard Channel Pack,"0,"
6821,MEDIUM RISK,42353.0,mid,BARENDRECHT,Internet Complete & TV Max,BARENDRECHT,Not Converged,42353.0,Extra Channel Pack Horizon,0,Volop Bellen,1,1,1,1,1,1,42353.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,0,1,0,TV + INT + TEL,Mevr.,42353.0,Volop Bellen,5.219.178.082,Extra Channel Pack,"1,"
6822,LOYAL & LIGHT RISK,44154.0,low,HAZERSWOUDE-DORP,Internet Complete & TV Complete (2P),ALPHEN AAN DEN RIJN,Not Converged,44153.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,44153.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT,Dhr.,0.0,0,0.287671233,Standard Channel Pack,"1,"
6825,HIGH RISK,42623.0,high,'S-GRAVENHAGE,Internet Start & TV Start,S GRAVENHAGE,Not Converged,43108.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42623.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Mevr.,42623.0,Volop Bellen,4.479.452.055,Standard Channel Pack,"0,"
6831,MEDIUM RISK,40578.0,mid,OOSTWOLD SCHEEMDA,Internet Complete & TV Max,OLDAMBT,Converged,40578.0,Extra Channel Pack Horizon,0,Vast Bellen,1,0,1,1,1,1,40578.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,0,1,0,TV + INT + TEL,Dhr.,40578.0,Vast Bellen,1.008.219.178,Extra Channel Pack,"1,"
6832,HIGH RISK,42671.0,high,ASSEN,Internet Complete & TV Start,ASSEN,Converged,42671.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42671.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,42671.0,Vast Bellen,4.347.945.205,Standard Channel Pack,"0,"
6835,MEDIUM RISK,40360.0,low,PAPENDRECHT,MultiCore,PAPENDRECHT,Not Converged,41981.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41981.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,41981.0,Vast Bellen,1.067.945.205,Standard Channel Pack,"0,"
6836,LOYAL & LIGHT RISK,40455.0,low,TILBURG,Alles-in-1 Plus (digitaal) (fZiggo),TILBURG,Not Converged,40455.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40455.0,250 / 25 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,40455.0,Volop Bellen,1.041.917.808,Standard Channel Pack,"0,"
6838,HIGH RISK,41542.0,low,WEERT,Internet Complete & TV Complete,WEERT,Not Converged,41542.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41542.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,41542.0,Vast Bellen,744.109.589,Standard Channel Pack,"1,"
6842,HIGH RISK,39785.0,low,LEIDERDORP,Internet Complete & TV Complete,LEIDERDORP,Converged,39785.0,Standard Channel Pack Horizon,0,Vast Bellen,1,0,1,1,1,1,39785.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,39785.0,Vast Bellen,1.225.479.452,Standard Channel Pack,"1,"
6846,HIGH RISK,43771.0,high,ZEVENAAR,Internet Complete & TV Max Next,ZEVENAAR,Not Converged,43771.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,43771.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,43771.0,Vast Bellen,1.334.246.575,Extra Channel Pack,"0,"
6848,HIGH RISK,42637.0,low,NIEUWE PEKELA,Internet Start & TV Start,PEKELA,Not Converged,42637.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42637.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,42637.0,Volop Bellen,444.109.589,Standard Channel Pack,"0,"
6849,HIGH RISK,40619.0,low,ZOETERMEER,Internet Complete & TV Start,ZOETERMEER,Converged,42601.0,Extra Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40619.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,0,0,0,1,0,TV + INT + TEL,Dhr.,42914.0,Volop Bellen,9.969.863.014,Extra Channel Pack,"0,"
6854,HIGH RISK,44159.0,mid,KERKRADE,MultiCore,KERKRADE,Converged,0.0,Cable TV,0,0,0,0,1,0,1,0,44158.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,0,0,0,0,0,TV + INT,Dhr.,0.0,0,0.273972603,Cable TV,"0,"
6855,HIGH RISK,41831.0,high,ZEVENAAR,Internet Complete & TV Complete Next (Zonder Bellen),ZEVENAAR,Converged,41832.0,Extra Channel Pack No Horizon,0,0,0,0,1,1,1,0,41832.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,1,1,0,TV + INT,Dhr.,41832.0,0,6.649.315.068,Extra Channel Pack,"1,"
6858,MEDIUM RISK,44157.0,high,BERKEL-ENSCHOT,Internet Start & TV Start (zonder bellen) (Selene),TILBURG,Not Converged,44156.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,44156.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX XL (SELENE),0,0,0,0,TV + INT,Mevr.,0.0,0,0.279452055,Standard Channel Pack,"0,"
6861,MEDIUM RISK,40921.0,mid,DEN DOLDER,Internet Complete & TV Max Next (zonder bellen),ZEIST,Converged,40921.0,Extra Channel Pack No Horizon,0,0,0,0,1,1,1,0,40921.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,1,0,1,1,TV + INT,Dhr.,40921.0,0,9.142.465.753,Extra Channel Pack,"0,"
6863,HIGH RISK,41495.0,mid,BARENDRECHT,Internet Complete & TV Complete Next,BARENDRECHT,Not Converged,41495.0,Standard Channel Pack No Horizon,0,Volop Bellen Internationaal,0,0,1,1,1,1,41495.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Mevr.,41495.0,Volop Bellen Internationaal,7.569.863.014,Standard Channel Pack,"0,"
6865,MEDIUM RISK,42689.0,low,NUTH,Internet Complete & TV Complete,BEEKDAELEN,Not Converged,42689.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,42689.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42689.0,Volop Bellen,4.298.630.137,Standard Channel Pack,"0,"
6871,HIGH RISK,41609.0,high,BERGEN OP ZOOM,Internet Complete & TV Complete,BERGEN OP ZOOM,Converged,41609.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41609.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,41609.0,Vast Bellen,7.257.534.247,Standard Channel Pack,"0,"
6872,MEDIUM RISK,43137.0,mid,BRUMMEN,Internet Complete & TV Complete Next,BRUMMEN,Not Converged,43136.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,43136.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,43136.0,Vast Bellen,3.073.972.603,Standard Channel Pack,"0,"
6884,HIGH RISK,42600.0,low,ZOETERMEER,Internet Complete & TV Complete,ZOETERMEER,Not Converged,42600.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42600.0,250 / 25 MBPS,SAFE ONLINE L,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,43612.0,Vast Bellen,4.542.465.753,Standard Channel Pack,"0,"
6885,MEDIUM RISK,40690.0,mid,WAALWIJK,Internet Complete & TV Start,WAALWIJK,Converged,40690.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40690.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,0,1,0,0,1,TV + INT + TEL,Dhr.,40690.0,Vast Bellen,9.775.342.466,Standard Channel Pack,"0,"
6886,MEDIUM RISK,42586.0,mid,VOORSCHOTEN,MultiCore,VOORSCHOTEN,Converged,0.0,Cable TV,0,0,0,0,1,0,1,0,42586.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,0,0,0,0,0,TV + INT,Dhr.,0.0,0,4.580.821.918,Cable TV,"0,"
6889,MEDIUM RISK,42641.0,high,ZWOLLE,Internet Start & TV Start (2P),ZWOLLE,Not Converged,42641.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,42641.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT,Mevr.,0.0,0,4.430.136.986,Standard Channel Pack,"0,"
6897,MEDIUM RISK,42684.0,mid,AMSTERDAM,Internet Complete & TV Complete Next,AMSTERDAM,Converged,42690.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42690.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,1,1,0,1,TV + INT + TEL,Mevr.,42690.0,Vast Bellen,4.312.328.767,Standard Channel Pack,"0,"
6898,HIGH RISK,40234.0,low,VUGHT,Alles-in-1 Plus (digitaal) (fZiggo),VUGHT,Converged,40234.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40234.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,0,0,0,0,0,TV + INT + TEL,Dhr.,40234.0,Volop Bellen,1.102.465.753,Standard Channel Pack,"1,"
6901,MEDIUM RISK,42669.0,mid,LEIDEN,TV Start,LEIDEN,Not Converged,42669.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,0,0,0.0,0,0,0,0,MEDIABOX,0,0,0,0,TV,Dhr.,0.0,0,4.353.424.658,Standard Channel Pack,"0,"
6912,MEDIUM RISK,42717.0,low,ROTTERDAM,Internet Complete & TV Complete,ROTTERDAM,Converged,42717.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42717.0,250 / 25 MBPS,SAFE ONLINE XL,1,1,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Mevr.,42717.0,Vast Bellen,4.221.917.808,Standard Channel Pack,"0,"
6913,HIGH RISK,42553.0,low,BAKEL,Internet Complete & TV Complete,GEMERT-BAKEL,Not Converged,42553.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42553.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42553.0,Vast Bellen,4.671.232.877,Standard Channel Pack,"1,"
6918,MEDIUM RISK,42553.0,mid,AMSTERDAM,Internet Start XL & TV Start,AMSTERDAM,Not Converged,42553.0,Standard Channel Pack No Horizon,0,Volop Bellen Internationaal,0,0,1,1,1,1,42553.0,100 / 10 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,42553.0,Volop Bellen Internationaal,4.671.232.877,Standard Channel Pack,"0,"
6919,HIGH RISK,41991.0,low,BRIELLE,Internet Max & TV Complete,BRIELLE,Not Converged,42003.0,Standard Channel Pack Horizon,0,Vast Bellen,1,0,1,1,1,1,42003.0,500 / 50 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Mevr.,42003.0,Vast Bellen,6.210.958.904,Standard Channel Pack,"0,"
6920,LOYAL & LIGHT RISK,40052.0,low,ROOSENDAAL,MultiCore,ROOSENDAAL,Converged,40052.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40052.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,1,1,0,1,TV + INT + TEL,Dhr.,40052.0,Vast Bellen,1.152.328.767,Standard Channel Pack,"0,"
6921,HIGH RISK,42209.0,low,ROTTERDAM,Internet Max & TV Complete Next,ROTTERDAM,Converged,42209.0,Extra Channel Pack No Horizon,1,Volop Bellen Internationaal,0,0,1,1,1,1,42209.0,500 / 50 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,1,1,0,TV + INT + TEL,Mevr.,42209.0,Volop Bellen Internationaal,561.369.863,Extra Channel Pack,"0,"
6923,HIGH RISK,42089.0,low,PURMEREND,Internet Complete & TV Complete,PURMEREND,Not Converged,42089.0,Standard Channel Pack Horizon,0,Volop Bellen Internationaal,0,0,1,1,1,1,42089.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,1,1,0,0,TV + INT + TEL,Dhr.,42089.0,Volop Bellen Internationaal,5.942.465.753,Standard Channel Pack,"0,"
6925,MEDIUM RISK,42630.0,low,TILBURG,Internet Complete & TV Start,TILBURG,Converged,42630.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42630.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,0,0,0,0,0,TV + INT + TEL,Dhr.,42630.0,Vast Bellen,4.460.273.973,Standard Channel Pack,"1,"
6932,MEDIUM RISK,42986.0,mid,LANDGRAAF,Internet Complete & TV Max Next,LANDGRAAF,Converged,42985.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42985.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,42985.0,Vast Bellen,3.487.671.233,Extra Channel Pack,"1,"
6933,MEDIUM RISK,42672.0,high,MAARSSEN,Internet Start & TV Start (2P),STICHTSE VECHT,Not Converged,42672.0,Extra Channel Pack No Horizon,0,0,0,0,1,1,1,0,42672.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,1,0,TV + INT,Mevr.,0.0,0,4.345.205.479,Extra Channel Pack,"0,"
