Respondent;S3_Recode;CATV_INSTALLATION_DATE;Churn_risk;CITY_NAME;CommercialProductName;COMMUNITY_NAME;ConvergedStatus;DTV_INSTALLATION_DATE;DTV_TIER_OPTION_NAME;Film1;FixedVoicePlan;FoxSportEDL;FoxSportINT;HasCATV;HasDTV;HasINT;HasTEL;INTERNET_INSTALLATION_DATE;INTERNET_TIER_OPTION_NAME;InternetSecurityType;IntSecurity_Benefit;Kids_Benefit;MediaBoxType;MoviesSeriesL;MoviesSeriesStd;MoviesSeriesXL;MSL_Benefit;PlayLevel;SALUTATION;TELEPHONY_INSTALLATION_DATE;TELEPHONY_TIER_OPTION_NAME;Tenure;TVContentPack;Sport,
4874;MEDIUM RISK;41275;low;HOOFDDORP;Internet Complete & TV Complete Next;HAARLEMMERMEER;Converged;41275;Standard Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;41275;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41275;Vast Bellen;817.260.274;Standard Channel Pack;1,
4877;LOYAL & LIGHT RISK;42634;low;HORST;Internet Complete & TV Start;HORST AAN DE MAAS;Converged;42634;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42634;250 / 25 MBPS;SAFE ONLINE XL;1;0;;1;0;0;1;TV + INT + TEL;Dhr.;42634;Vast Bellen;4.449.315.068;Standard Channel Pack;0,
4879;MEDIUM RISK;41362;low;'S-HERTOGENBOSCH;Internet Max & TV Complete Next;S HERTOGENBOSCH;Converged;41362;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41362;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;41362;Vast Bellen;7.934.246.575;Standard Channel Pack;1,
4880;HIGH RISK;41470;mid;ENKHUIZEN;Internet Complete & TV Start;ENKHUIZEN;Not Converged;41470;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41470;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;41470;Vast Bellen;7.638.356.164;Standard Channel Pack;0,
4881;MEDIUM RISK;41553;low;STRAMPROY;Internet Complete & TV Complete Next;WEERT;Converged;41553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41553;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;41553;Vast Bellen;7.410.958.904;Standard Channel Pack;0,
4882;LOYAL & LIGHT RISK;42117;low;ROTTERDAM;Internet Start & TV Start;ROTTERDAM;Converged;42117;Standard Channel Pack No Horizon;0;Volop Bellen;1;0;1;1;1;1;42117;50 / 5 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT + TEL;Dhr.;42117;Volop Bellen;5.865.753.425;Standard Channel Pack;1,
4885;MEDIUM RISK;42599;high;AMERSFOORT;Internet Start & TV Start (2P);AMERSFOORT;Not Converged;42599;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;42599;50 / 5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT;Dhr.;;;4.545.205.479;Standard Channel Pack;0,
4886;MEDIUM RISK;41647;mid;HOEK VAN HOLLAND;Internet Complete & TV Complete Next;ROTTERDAM;Not Converged;41647;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41647;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41647;Volop Bellen;7.153.424.658;Standard Channel Pack;0,
4893;HIGH RISK;42609;low;BOCHOLTZ;Internet Start & TV Start;SIMPELVELD;Not Converged;42609;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42609;50 / 5 MBPS;SAFE ONLINE L;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42609;Vast Bellen;4.517.808.219;Standard Channel Pack;0,
4894;HIGH RISK;41601;low;TEN BOER;Internet Max & TV Complete;GRONINGEN;Converged;41601;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41601;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;41601;Volop Bellen;7.279.452.055;Standard Channel Pack;1,
4896;MEDIUM RISK;41884;mid;DELFT;TV+INT Z1 (digitaal) (fZiggo);DELFT;Converged;41939;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;41884;50 / 5 MBPS;SAFE ONLINE XL;1;0;;1;0;0;1;TV + INT;Mevr.;;;6.504.109.589;Standard Channel Pack;0,
4898;LOYAL & LIGHT RISK;43649;high;GRONINGEN;Internet Start & TV Start (2P);GRONINGEN;Not Converged;43648;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43648;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT;Mevr.;;;1.671.232.877;Standard Channel Pack;0,
4899;HIGH RISK;42353;mid;RIDDERKERK;Internet Start & TV Complete Next;RIDDERKERK;Converged;42353;Standard Channel Pack No Horizon;0;Volop Bellen;1;0;1;1;1;1;42353;50 / 5 MBPS;SAFE ONLINE XL;1;1;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Aan;42353;Volop Bellen;5.219.178.082;Standard Channel Pack;0,
4901;HIGH RISK;43018;high;GOIRLE;Internet Complete & TV Complete Next;GOIRLE;Converged;43014;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;43014;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;43014;Vast Bellen;3.408.219.178;Standard Channel Pack;0,
4903;HIGH RISK;43622;mid;OLDEBROEK;Internet Complete & TV Complete (2P);OLDEBROEK;Not Converged;43622;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;43622;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Mevr.;;;1.742.465.753;Standard Channel Pack;1,
4905;HIGH RISK;43604;mid;DORDRECHT;Internet Complete & TV Complete;DORDRECHT;Converged;43589;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;43589;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Mevr.;43589;Vast Bellen;1.832.876.712;Standard Channel Pack;0,
4908;MEDIUM RISK;42664;low;ZOETERMEER;Internet Complete & TV Complete;ZOETERMEER;Converged;42664;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;42664;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Mevr.;42664;Volop Bellen;4.367.123.288;Standard Channel Pack;0,
4911;LOYAL & LIGHT RISK;41817;mid;KLAZIENAVEEN;Internet Complete & TV Max;EMMEN;Not Converged;41817;Extra Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41817;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Mevr.;41817;Vast Bellen;6.687.671.233;Extra Channel Pack;0,
4913;MEDIUM RISK;41712;mid;IJMUIDEN;Internet Complete & TV Max Next (zonder bellen);VELSEN;Not Converged;41714;Extra Channel Pack No Horizon;0;;1;0;1;1;1;0;41712;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT;Dhr.;;;6.975.342.466;Extra Channel Pack;1,
4914;HIGH RISK;42353;mid;SURHUISTERVEEN;Internet Start & TV Max Next;ACHTKARSPELEN;Not Converged;42353;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42353;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Mevr.;42353;Vast Bellen;5.219.178.082;Extra Channel Pack;0,
4917;LOYAL & LIGHT RISK;42668;mid;HOEVEN;Internet Start & TV Max (2P);HALDERBERGE;Converged;42668;Extra Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;0;42668;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT;Mevr.;42668;Vast Bellen;4.356.164.384;Extra Channel Pack;0,
4918;HIGH RISK;40798;low;HALSTEREN;Alles-in-1 Basis (digitaal) (fZiggo);BERGEN OP ZOOM;Not Converged;40798;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;40798;50 / 5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Mevr.;40798;Volop Bellen;9.479.452.055;Standard Channel Pack;0,
4921;MEDIUM RISK;41791;low;SPIJKENISSE;Internet Complete & TV Max Next;NISSEWAARD;Not Converged;41791;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41791;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41791;Vast Bellen;675.890.411;Extra Channel Pack;0,
4923;MEDIUM RISK;42668;mid;LEEUWARDEN;Internet Complete & TV Complete (2P);LEEUWARDEN;Converged;42668;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;42668;250 / 25 MBPS;SAFE ONLINE XL;1;1;MEDIABOX XL;0;1;0;0;TV + INT;Mevr.;;;4.356.164.384;Standard Channel Pack;0,
4928;HIGH RISK;42353;low;ROTTERDAM;Internet Max & TV Max Next;ROTTERDAM;Not Converged;42353;Extra Channel Pack No Horizon;1;Volop Bellen Internationaal;0;0;1;1;1;1;42353;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;42353;Volop Bellen Internationaal;5.219.178.082;Extra Channel Pack;0,
4933;MEDIUM RISK;40075;mid;TILBURG;Internet Max & TV Max Next;TILBURG;Converged;40075;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40075;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;40075;Vast Bellen;1.146.027.397;Extra Channel Pack;1,
4935;MEDIUM RISK;41604;high;HENGELO OV;TV+INT Z2 (digitaal) (fZiggo);HENGELO;Not Converged;42601;Extra Channel Pack No Horizon;0;;0;0;1;1;1;0;41604;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;1;0;TV + INT;Dhr.;;;7.271.232.877;Extra Channel Pack;0,
4937;MEDIUM RISK;42091;low;ROTTERDAM;Internet Max & TV Complete (2P);ROTTERDAM;Not Converged;42091;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;42091;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Mevr.;42091;;5.936.986.301;Standard Channel Pack;0,
4938;HIGH RISK;41791;mid;ROTTERDAM;Internet Complete & TV Complete Next;ROTTERDAM;Not Converged;41791;Standard Channel Pack No Horizon;1;Vast Bellen;0;0;1;1;1;1;41791;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;41791;Vast Bellen;675.890.411;Standard Channel Pack;0,
4945;MEDIUM RISK;41671;mid;WORMER;Internet Max & TV Max Next;WORMERLAND;Not Converged;41671;Extra Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;41671;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41671;Vast Bellen;7.087.671.233;Extra Channel Pack;1,
4950;HIGH RISK;42553;high;NIJKERK GLD;Internet Start XL & TV Start;NIJKERK;Not Converged;42553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Mevr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;1,
4954;MEDIUM RISK;43373;low;WEDDE;Internet Complete & TV Complete;WESTERWOLDE;Converged;43372;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;43372;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;43372;Volop Bellen;242.739.726;Standard Channel Pack;0,
4955;MEDIUM RISK;41640;mid;DOETINCHEM;Kabel TV;DOETINCHEM;Not Converged;;Cable TV;0;;0;0;1;0;0;0;;;;0;0;;0;0;0;0;TV;Dhr.;;;717.260.274;Cable TV;0,
4956;HIGH RISK;42553;mid;BARENDRECHT;Internet Complete & TV Start;BARENDRECHT;Not Converged;42553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
4959;HIGH RISK;43436;high;BADHOEVEDORP;Internet Start & TV Start (2P);HAARLEMMERMEER;Converged;43436;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43436;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT;Mevr.;;;2.252.054.795;Standard Channel Pack;0,
4960;HIGH RISK;40606;low;WASSENAAR;Internet Complete & TV Complete (Selene);WASSENAAR;Converged;40606;Extra Channel Pack Horizon;0;Vast Bellen;1;1;1;1;1;1;42693;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL (SELENE);0;1;1;0;TV + INT + TEL;Dhr.;42693;Vast Bellen;1.000.547.945;Extra Channel Pack;1,
4962;MEDIUM RISK;42586;high;SCHINVELD;MultiCore;BEEKDAELEN;Not Converged;;Cable TV;0;;0;0;1;0;1;0;42586;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT;Dhr.;;;4.580.821.918;Cable TV;0,
4963;LOYAL & LIGHT RISK;40987;low;WADDINXVEEN;Internet Complete & TV Complete;WADDINXVEEN;Not Converged;40987;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;40987;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;40987;Vast Bellen;8.961.643.836;Standard Channel Pack;0,
4964;HIGH RISK;42178;high;OLDEBROEK;Internet Complete & TV Complete;OLDEBROEK;Not Converged;42178;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;42178;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42178;Volop Bellen;5.698.630.137;Standard Channel Pack;0,
4973;MEDIUM RISK;42731;low;GROESBEEK;Internet Complete & TV Complete;BERG EN DAL;Converged;42731;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;42731;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42731;Volop Bellen;4.183.561.644;Standard Channel Pack;0,
4974;HIGH RISK;41262;low;HEERLEN;Internet Start & TV Complete Next;HEERLEN;Converged;41262;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41262;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Mevr.;41262;Vast Bellen;8.208.219.178;Standard Channel Pack;0,
4977;MEDIUM RISK;43003;mid;ROTTERDAM;Internet Complete & TV Complete;ROTTERDAM;Not Converged;43001;Standard Channel Pack Horizon;0;Vast Bellen;1;0;1;1;1;1;43001;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Mevr.;43001;Vast Bellen;3.443.835.616;Standard Channel Pack;0,
4979;LOYAL & LIGHT RISK;40079;low;DE MEERN;Internet Complete & TV Max Next;UTRECHT;Converged;40079;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41669;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41669;Vast Bellen;1.144.931.507;Extra Channel Pack;0,
4980;HIGH RISK;40857;low;NIJVERDAL;Internet Complete & TV Complete (2P);HELLENDOORN;Not Converged;42601;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;40857;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Mevr.;;;9.317.808.219;Standard Channel Pack;0,
4982;MEDIUM RISK;43856;mid;GENNEP;Internet Complete & TV Complete (2P);GENNEP;Not Converged;43841;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;43841;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Dhr.;;;1.142.465.753;Standard Channel Pack;0,
4986;MEDIUM RISK;42593;high;HENGELO OV;TV Standaard (digitaal) (fZiggo);HENGELO;Not Converged;42593;Standard Channel Pack No Horizon;0;;0;0;1;1;0;0;;;;0;0;;0;0;0;0;TV;Mevr.;;;4.561.643.836;Standard Channel Pack;0,
4989;HIGH RISK;41207;low;NUIS;Internet Complete & TV Complete Next;WESTERKWARTIER;Converged;41207;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41207;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;41207;Vast Bellen;835.890.411;Standard Channel Pack;0,
4990;HIGH RISK;41548;low;HELMOND;Internet Complete & TV Max;HELMOND;Not Converged;41548;Extra Channel Pack Horizon;0;Vast Bellen;1;0;1;1;1;1;41548;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;41548;Vast Bellen;7.424.657.534;Extra Channel Pack;0,
4994;MEDIUM RISK;41779;mid;PURMEREND;Internet Max & TV Max;PURMEREND;Not Converged;41779;Extra Channel Pack Horizon;0;Volop Bellen;1;0;1;1;1;1;41779;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;41779;Volop Bellen;6.791.780.822;Extra Channel Pack;0,
4999;HIGH RISK;40663;low;STADSKANAAL;Internet Start & TV Complete (Selene);STADSKANAAL;Converged;40663;Standard Channel Pack Horizon;0;;0;0;1;1;1;1;40663;50 / 5 MBPS;SAFE ONLINE XL;1;1;MEDIABOX XL (SELENE);0;1;0;0;TV + INT + TEL;Dhr.;40663;;9.849.315.068;Standard Channel Pack;1,
5000;MEDIUM RISK;43001;high;BERKEL EN RODENRIJS;Internet Complete & TV Start (2P);LANSINGERLAND;Converged;42998;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;42998;250 / 25 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT;Dhr.;;;3.452.054.795;Standard Channel Pack;1,
5005;HIGH RISK;41276;low;VIERLINGSBEEK;Internet Start & TV Complete;BOXMEER;Converged;41276;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41276;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Mevr.;41276;Vast Bellen;8.169.863.014;Standard Channel Pack;0,
5009;HIGH RISK;42553;low;SPIJKENISSE;Internet Complete & TV Start;NISSEWAARD;Converged;42553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
5010;HIGH RISK;41571;low;ZEVENBERGSCHEN HOEK;Internet Max & TV Max Next (zonder bellen);MOERDIJK;Converged;41571;Extra Channel Pack No Horizon;0;;0;0;1;1;1;0;41571;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT;Mevr.;41571;;7.361.643.836;Extra Channel Pack;1,
5014;HIGH RISK;42164;low;WASSENAAR;Internet Complete & TV Complete;WASSENAAR;Converged;42164;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42164;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42164;Vast Bellen;5.736.986.301;Standard Channel Pack;1,
5016;HIGH RISK;40599;high;LOTTUM;Internet Complete & TV Complete (zonder bellen) (Selene);HORST AAN DE MAAS;Not Converged;40599;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;41995;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;1;0;0;TV + INT;Mevr.;41995;;1.002.465.753;Standard Channel Pack;0,
5017;MEDIUM RISK;42553;low;MOLENHOEK LB;Internet Start XL & TV Start;MOOK EN MIDDELAAR;Not Converged;42553;Standard Channel Pack No Horizon;0;Volop Bellen Internationaal;0;0;1;1;1;1;42553;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;42553;Volop Bellen Internationaal;4.671.232.877;Standard Channel Pack;0,
5022;HIGH RISK;39056;low;VUGHT;TV Complete;VUGHT;Not Converged;42854;Standard Channel Pack Horizon;0;;0;0;1;1;0;0;;;;0;0;MEDIABOX XL;0;1;0;0;TV;Mevr.;;;1.425.205.479;Standard Channel Pack;0,
5027;MEDIUM RISK;41607;low;ROTTERDAM;Internet Complete & TV Complete Next;ROTTERDAM;Converged;41607;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41607;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41607;Vast Bellen;7.263.013.699;Standard Channel Pack;1,
5030;LOYAL & LIGHT RISK;42553;mid;AMSTERDAM;Internet Complete & TV Start;AMSTERDAM;Not Converged;42553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
5035;MEDIUM RISK;40176;mid;APELDOORN;Internet Complete & TV Complete Next;APELDOORN;Not Converged;40176;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40176;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;41835;Vast Bellen;1.118.356.164;Standard Channel Pack;0,
5036;MEDIUM RISK;41516;high;HELMOND;Internet Complete & TV Complete Next (zonder bellen);HELMOND;Not Converged;41516;Standard Channel Pack No Horizon;1;;0;0;1;1;1;0;41516;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT;Dhr.;41516;;7.512.328.767;Standard Channel Pack;0,
5039;HIGH RISK;42729;high;HEERENVEEN;Internet Start & TV Complete;HEERENVEEN;Converged;42729;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42729;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42729;Vast Bellen;4.189.041.096;Standard Channel Pack;0,
5041;HIGH RISK;42307;mid;LUNTEREN;25Mb/s & Vast Bellen & TV Start;EDE;Converged;42307;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42307;25 / 2.5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;42307;Vast Bellen;5.345.205.479;Standard Channel Pack;0,
5045;MEDIUM RISK;40088;low;WADDINXVEEN;Internet Max & TV Max Next;WADDINXVEEN;Not Converged;40088;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40088;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;40088;Vast Bellen;1.142.465.753;Extra Channel Pack;0,
5046;HIGH RISK;41640;mid;ROTTERDAM;Kabel TV;ROTTERDAM;Not Converged;;Cable TV;0;;0;0;1;0;0;0;;;;0;0;;0;0;0;0;TV;Aan;;;717.260.274;Cable TV;0,
5047;HIGH RISK;43757;high;DEVENTER;Internet Complete & Kabel TV;DEVENTER;Not Converged;43755;Cable TV;0;;0;0;1;0;1;0;43755;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT;Mevr.;;;1.378.082.192;Cable TV;0,
5049;MEDIUM RISK;41139;mid;DALFSEN;Alles-in-1 Basis (digitaal) (fZiggo);DALFSEN;Converged;41139;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41139;50 / 5 MBPS;SAFE ONLINE XL;1;0;;0;0;1;0;TV + INT + TEL;Mevr.;41139;Volop Bellen;8.545.205.479;Extra Channel Pack;0,
5051;MEDIUM RISK;43924;high;ROTTERDAM;MultiCore;ROTTERDAM;Not Converged;;Cable TV;0;;0;0;1;0;1;0;43923;50 / 5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT;Dhr.;;;0.917808219;Cable TV;0,
5052;HIGH RISK;40066;mid;LEUSDEN;Internet Start & TV Start;LEUSDEN;Not Converged;40066;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;40066;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Mevr.;40066;Volop Bellen;1.148.493.151;Standard Channel Pack;0,
5053;MEDIUM RISK;41537;high;ARNHEM;Internet Complete & TV Complete Next;ARNHEM;Not Converged;41537;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41537;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;41537;Vast Bellen;7.454.794.521;Standard Channel Pack;0,
5056;MEDIUM RISK;42685;low;'S-HERTOGENBOSCH;Internet Max & TV Max;S HERTOGENBOSCH;Converged;42685;Extra Channel Pack Horizon;0;Vast Bellen;1;0;1;1;1;1;42685;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;42685;Vast Bellen;4.309.589.041;Extra Channel Pack;0,
5057;HIGH RISK;39701;low;OOSTERHOUT NB;Internet Complete & TV Complete Next;OOSTERHOUT;Converged;39701;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42228;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;42228;Vast Bellen;1.248.493.151;Standard Channel Pack;0,
5058;HIGH RISK;40118;high;COEVORDEN;Internet Start & TV Complete Next (zonder bellen);COEVORDEN;Not Converged;40118;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;42240;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT;Dhr.;42240;;1.134.246.575;Standard Channel Pack;0,
5059;LOYAL & LIGHT RISK;42682;low;'S-HEERENBERG;Internet Complete & TV Complete;MONTFERLAND;Converged;42682;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42682;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;42682;Vast Bellen;4.317.808.219;Standard Channel Pack;0,
